ひ,人の弱点を見つける天才よりも、人を褒める天才がいい
か,勝ち負けなんか、ちっぽけなこと。大事なことは本気だったかどうかだ！
い,一所懸命生きていれば、不思議なことに疲れない
み,ミスをすることは悪いことじゃない。それは上達するためには必ず必要なもの。ただし、同じミスはしないこと
こ,心の底から好きなことを本気で取り組めるなら、それは幸せ
ひ,人の弱点を見つける天才よりも、人を褒める天才がいい
か,勝ち負けなんか、ちっぽけなこと。大事なことは本気だったかどうかだ！
い,一所懸命生きていれば、不思議なことに疲れない
み,ミスをすることは悪いことじゃない。それは上達するためには必ず必要なもの。ただし、同じミスはしないこと
こ,心の底から好きなことを本気で取り組めるなら、それは幸せ
な,涙よりも、血よりも、汗を流していたい
あ,暑くなければ夏じゃない。熱くなければ人生じゃない！
あ,諦めるなよ！！諦めるなお前！！
ひ,人は完璧を求める。しかし、完璧だと思った時から全てがやり直しになる
ぼ,僕が偉そうに話してることは全て、これまで僕ができなかったこと
